Region,Date,Value,Cases,Cases.Cumulative,Deaths.Cumulative,
,#date,#affected+infected+value+num,,,,
Region 8,8/27/2020,0,0,90,0,
Region 8,8/28/2020,0,0,90,0,
Region 8,8/29/2020,0,0,90,0,
Region 8,8/30/2020,0,1,91,0,
Region 8,8/31/2020,0,0,91,0,
Region 8,9/1/2020,0,1,92,0,
Region 8,9/2/2020,0,0,92,0,
Region 8,9/3/2020,0,0,92,0,
Region 8,9/4/2020,0,0,92,0,
Region 8,9/5/2020,0,1,93,0,
Region 8,9/6/2020,0,0,93,0,
Region 8,9/7/2020,0,1,94,0,
Region 8,9/8/2020,0,0,94,0,
Region 8,9/9/2020,0,0,94,0,
Region 8,9/10/2020,0,0,94,0,
Region 8,9/11/2020,0,0,94,0,
Region 8,9/12/2020,0,0,94,0,
Region 8,9/13/2020,0,0,94,0,
Region 8,9/14/2020,0,0,94,0,
Region 8,9/15/2020,0,1,95,0,
Region 8,9/16/2020,0,1,96,0,
Region 8,9/17/2020,0,0,96,0,
Region 8,9/18/2020,0,0,96,0,
Region 8,9/19/2020,0,1,97,0,
Region 8,9/20/2020,0,0,97,0,
Region 8,9/21/2020,0,0,97,0,
Region 8,9/22/2020,0,1,98,0,
Region 8,9/23/2020,0,0,98,0,
Region 8,9/24/2020,0,1,99,0,
Region 8,9/25/2020,0,0,99,0,
Region 8,9/26/2020,0,0,99,0,
Region 8,9/27/2020,0,0,99,0,
Region 8,9/28/2020,0,1,100,0,
Region 8,9/29/2020,0,0,100,0,
Region 8,9/30/2020,0,1,101,0,
Region 8,10/1/2020,0,2,103,0,
Region 8,10/2/2020,0,0,103,0,
Region 8,10/3/2020,0,0,103,0,
Region 8,10/4/2020,0,0,103,0,
Region 8,10/5/2020,0,1,104,0,
Region 8,10/6/2020,0,0,104,0,
Region 8,10/7/2020,0,1,105,0,
Region 8,10/8/2020,0,0,105,0,
Region 8,10/9/2020,0,1,106,0,
Region 8,10/10/2020,0,2,108,0,
Region 8,10/11/2020,0,0,108,0,
Region 8,10/12/2020,0,0,108,0,
Region 8,10/13/2020,0,0,108,0,
Region 8,10/14/2020,0,1,109,0,
Region 8,10/15/2020,0,4,113,0,
Region 8,10/16/2020,0,0,113,0,
Region 8,10/17/2020,0,1,114,0,
Region 8,10/18/2020,0,0,114,0,
Region 8,10/19/2020,0,0,114,0,
Region 8,10/20/2020,0,1,115,0,
Region 8,10/21/2020,0,1,116,0,
Region 8,10/22/2020,0,0,116,0,
Region 8,10/23/2020,0,1,117,0,
Region 8,10/24/2020,0,1,118,0,
Region 8,10/25/2020,0,2,120,0,
Region 8,10/26/2020,0,3,123,0,
Region 8,10/27/2020,0,3,126,0,
Region 8,10/28/2020,0,0,126,0,
Region 8,10/29/2020,0,3,129,0,
Region 8,10/30/2020,0,0,129,0,
Region 8,10/31/2020,0,1,130,0,
Region 8,11/1/2020,0,1,131,0,
Region 8,11/2/2020,0,0,131,0,
Region 8,11/3/2020,0,2,133,0,
Region 8,11/4/2020,0,1,134,0,
Region 8,11/5/2020,0,1,135,0,
Region 8,11/6/2020,0,1,136,0,
Region 8,11/7/2020,0,0,136,0,
Region 8,11/8/2020,0,1,137,0,
Region 8,11/9/2020,0,2,139,0,
Region 8,11/10/2020,0,1,140,0,
Region 8,11/11/2020,0,1,141,0,
Region 8,11/12/2020,0,1,142,0,
Region 8,11/13/2020,0,0,142,0,
Region 8,11/14/2020,0,0,142,0,
Region 8,3/1/2020,0,0,0,0,
Region 8,3/2/2020,0,0,0,0,
Region 8,3/3/2020,0,0,0,0,
Region 8,3/4/2020,0,0,0,0,
Region 8,3/5/2020,0,0,0,0,
Region 8,3/6/2020,0,0,0,0,
Region 8,3/7/2020,0,0,0,0,
Region 8,3/8/2020,0,0,0,0,
Region 8,3/9/2020,0,0,0,0,
Region 8,3/10/2020,0,0,0,0,
Region 8,3/11/2020,0,0,0,0,
Region 8,3/12/2020,0,0,0,0,
Region 8,3/13/2020,0,0,0,0,
Region 8,3/14/2020,0,0,0,0,
Region 8,3/15/2020,0,0,0,0,
Region 8,3/16/2020,0,0,0,0,
Region 8,3/17/2020,0,0,0,0,
Region 8,3/18/2020,0,0,0,0,
Region 8,3/19/2020,0,0,0,0,
Region 8,3/20/2020,0,0,0,0,
Region 8,3/21/2020,0,0,0,0,
Region 8,3/22/2020,0,0,0,0,
Region 8,3/23/2020,0,0,0,0,
Region 8,3/24/2020,0,0,0,0,
Region 8,3/25/2020,0,0,0,0,
Region 8,3/26/2020,0,0,0,0,
Region 8,3/27/2020,0,0,0,0,
Region 8,3/28/2020,0,0,0,0,
Region 8,3/29/2020,0,0,0,0,
Region 8,3/30/2020,0,0,0,0,
Region 8,3/31/2020,0,0,0,0,
Region 8,4/1/2020,0,0,0,0,
Region 8,4/2/2020,0,0,0,0,
Region 8,4/3/2020,0,0,0,0,
Region 8,4/4/2020,0,0,0,0,
Region 8,4/5/2020,0,0,0,0,
Region 8,4/6/2020,0,0,0,0,
Region 8,4/7/2020,0,0,0,0,
Region 8,4/8/2020,0,0,0,0,
Region 8,4/9/2020,0,0,0,0,
Region 8,4/10/2020,0,0,0,0,
Region 8,4/11/2020,0,0,0,0,
Region 8,4/12/2020,0,0,0,0,
Region 8,4/13/2020,0,0,0,0,
Region 8,4/14/2020,0,0,0,0,
Region 8,4/15/2020,0,0,0,0,
Region 8,4/16/2020,0,0,0,0,
Region 8,4/17/2020,0,0,0,0,
Region 8,4/18/2020,0,0,0,0,
Region 8,4/19/2020,0,0,0,0,
Region 8,4/20/2020,0,0,0,0,
Region 8,4/21/2020,0,0,0,0,
Region 8,4/22/2020,0,0,0,0,
Region 8,4/23/2020,0,0,0,0,
Region 8,4/24/2020,0,0,0,0,
Region 8,4/25/2020,0,0,0,0,
Region 8,4/26/2020,0,0,0,0,
Region 8,4/27/2020,0,0,0,0,
Region 8,4/28/2020,0,0,0,0,
Region 8,4/29/2020,0,0,0,0,
Region 8,4/30/2020,0,0,0,0,
Region 8,5/1/2020,0,0,0,0,
Region 8,5/2/2020,0,0,0,0,
Region 8,5/3/2020,0,0,0,0,
Region 8,5/4/2020,0,0,0,0,
Region 8,5/5/2020,0,0,0,0,
Region 8,5/6/2020,0,0,0,0,
Region 8,5/7/2020,0,0,0,0,
Region 8,5/8/2020,0,0,0,0,
Region 8,5/9/2020,0,0,0,0,
Region 8,5/10/2020,0,0,0,0,
Region 8,5/11/2020,0,0,0,0,
Region 8,5/12/2020,0,0,0,0,
Region 8,5/13/2020,0,0,0,0,
Region 8,5/14/2020,0,0,0,0,
Region 8,5/15/2020,0,0,0,0,
Region 8,5/16/2020,0,0,0,0,
Region 8,5/17/2020,0,0,0,0,
Region 8,5/18/2020,0,0,0,0,
Region 8,5/19/2020,0,0,0,0,
Region 8,5/20/2020,0,0,0,0,
Region 8,5/21/2020,0,0,0,0,
Region 8,5/22/2020,0,0,0,0,
Region 8,5/23/2020,0,0,0,0,
Region 8,5/24/2020,0,0,0,0,
Region 8,5/25/2020,0,0,0,0,
Region 8,5/26/2020,0,0,0,0,
Region 8,5/27/2020,0,0,0,0,
Region 8,5/28/2020,0,0,0,0,
Region 8,5/29/2020,0,0,0,0,
Region 8,5/30/2020,0,0,0,0,
Region 8,5/31/2020,0,0,0,0,
Region 8,6/1/2020,0,0,0,0,
Region 8,6/2/2020,0,0,0,0,
Region 8,6/3/2020,0,0,0,0,
Region 8,6/4/2020,0,0,0,0,
Region 8,6/5/2020,0,0,0,0,
Region 8,6/6/2020,0,0,0,0,
Region 8,6/7/2020,0,0,0,0,
Region 8,6/8/2020,0,0,0,0,
Region 8,6/9/2020,0,0,0,0,
Region 8,6/10/2020,0,0,0,0,
Region 8,6/11/2020,0,0,0,0,
Region 8,6/12/2020,0,0,0,0,
Region 8,6/13/2020,0,0,0,0,
Region 8,6/14/2020,0,0,0,0,
Region 8,6/15/2020,0,0,0,0,
Region 8,6/16/2020,0,0,0,0,
Region 8,6/17/2020,0,0,0,0,
Region 8,6/18/2020,0,0,0,0,
Region 8,6/19/2020,0,0,0,0,
Region 8,6/20/2020,0,0,0,0,
Region 8,6/21/2020,0,0,0,0,
Region 8,6/22/2020,0,2,2,0,
Region 8,6/23/2020,0,0,2,0,
Region 8,6/24/2020,0,0,2,0,
Region 8,6/25/2020,0,0,2,0,
Region 8,6/26/2020,0,0,2,0,
Region 8,6/27/2020,0,0,2,0,
Region 8,6/28/2020,0,0,2,0,
Region 8,6/29/2020,0,0,2,0,
Region 8,6/30/2020,0,0,2,0,
Region 8,7/1/2020,0,0,2,0,
Region 8,7/2/2020,0,0,2,0,
Region 8,7/3/2020,0,0,2,0,
Region 8,7/4/2020,0,0,2,0,
Region 8,7/5/2020,0,0,2,0,
Region 8,7/6/2020,0,0,2,0,
Region 8,7/7/2020,0,0,2,0,
Region 8,7/8/2020,0,0,2,0,
Region 8,7/9/2020,0,0,2,0,
Region 8,7/10/2020,0,0,2,0,
Region 8,7/11/2020,0,0,2,0,
Region 8,7/12/2020,0,0,2,0,
Region 8,7/13/2020,0,0,2,0,
Region 8,7/14/2020,0,0,2,0,
Region 8,7/15/2020,0,0,2,0,
Region 8,7/16/2020,0,0,2,0,
Region 8,7/17/2020,0,0,2,0,
Region 8,7/18/2020,0,0,2,0,
Region 8,7/19/2020,0,0,2,0,
Region 8,7/20/2020,0,0,2,0,
Region 8,7/21/2020,0,0,2,0,
Region 8,7/22/2020,0,0,2,0,
Region 8,7/23/2020,0,0,2,0,
Region 8,7/24/2020,0,0,2,0,
Region 8,7/25/2020,0,0,2,0,
Region 8,7/26/2020,0,0,2,0,
Region 8,7/27/2020,0,0,2,0,
Region 8,7/28/2020,0,0,2,0,
Region 8,7/29/2020,0,0,2,0,
Region 8,7/30/2020,0,0,2,0,
Region 8,7/31/2020,0,0,2,0,
Region 8,8/1/2020,0,0,2,0,
Region 8,8/2/2020,0,0,2,0,
Region 8,8/3/2020,0,0,2,0,
Region 8,8/4/2020,0,0,2,0,
Region 8,8/5/2020,0,0,2,0,
Region 8,8/6/2020,0,0,2,0,
Region 8,8/7/2020,0,0,2,0,
Region 8,8/8/2020,0,0,2,0,
Region 8,8/9/2020,0,0,2,0,
Region 8,8/10/2020,0,0,2,0,
Region 8,8/11/2020,0,0,2,0,
Region 8,8/12/2020,0,0,2,0,
Region 8,8/13/2020,0,0,2,0,
Region 8,8/14/2020,0,0,2,0,
Region 8,8/15/2020,0,0,2,0,
Region 8,8/16/2020,0,0,2,0,
Region 8,8/17/2020,0,0,2,0,
Region 8,8/18/2020,0,0,2,0,
Region 8,8/19/2020,0,0,2,0,
Region 8,8/20/2020,0,1,3,0,
Region 8,8/21/2020,0,0,3,0,
Region 8,8/22/2020,0,0,3,0,
Region 8,8/23/2020,0,0,3,0,
Region 8,8/24/2020,0,0,3,0,
Region 8,8/25/2020,0,0,3,0,
Region 8,8/26/2020,0,0,3,0,
Region 8,8/27/2020,0,0,3,0,
Region 8,8/28/2020,0,0,3,0,
Region 8,8/29/2020,0,0,3,0,
Region 8,8/30/2020,0,0,3,0,
Region 8,8/31/2020,0,1,4,0,
Region 8,9/1/2020,0,0,4,0,
Region 8,9/2/2020,0,0,4,0,
Region 8,9/3/2020,0,0,4,0,
Region 8,9/4/2020,0,0,4,0,
Region 8,9/5/2020,0,0,4,0,
Region 8,9/6/2020,0,1,5,0,
Region 8,9/7/2020,0,0,5,0,
Region 8,9/8/2020,0,0,5,0,
Region 8,9/9/2020,0,0,5,0,
Region 8,9/10/2020,0,0,5,0,
Region 8,9/11/2020,0,0,5,0,
Region 8,9/12/2020,0,0,5,0,
Region 8,9/13/2020,0,0,5,0,
Region 8,9/14/2020,0,0,5,0,
Region 8,9/15/2020,0,0,5,0,
Region 8,9/16/2020,0,0,5,0,
Region 8,9/17/2020,0,0,5,0,
Region 8,9/18/2020,0,0,5,0,
Region 8,9/19/2020,0,0,5,0,
Region 8,9/20/2020,0,0,5,0,
Region 8,9/21/2020,0,0,5,0,
Region 8,9/22/2020,0,0,5,0,
Region 8,9/23/2020,0,0,5,0,
Region 8,9/24/2020,0,0,5,0,
Region 8,9/25/2020,0,0,5,0,
Region 8,9/26/2020,0,0,5,0,
Region 8,9/27/2020,0,0,5,0,
Region 8,9/28/2020,0,0,5,0,
Region 8,9/29/2020,0,0,5,0,
Region 8,9/30/2020,0,0,5,0,
Region 8,10/1/2020,0,0,5,0,
Region 8,10/2/2020,0,0,5,0,
Region 8,10/3/2020,0,0,5,0,
Region 8,10/4/2020,0,0,5,0,
Region 8,10/5/2020,0,0,5,0,
Region 8,10/6/2020,0,1,6,0,
Region 8,10/7/2020,0,0,6,0,
Region 8,10/8/2020,0,0,6,0,
Region 8,10/9/2020,0,1,7,0,
Region 8,10/10/2020,0,0,7,0,
Region 8,10/11/2020,0,0,7,0,
Region 8,10/12/2020,0,0,7,0,
Region 8,10/13/2020,0,0,7,0,
Region 8,10/14/2020,0,0,7,0,
Region 8,10/15/2020,0,0,7,0,
Region 8,10/16/2020,0,0,7,0,
Region 8,10/17/2020,0,0,7,0,
Region 8,10/18/2020,0,0,7,0,
Region 8,10/19/2020,0,0,7,0,
Region 8,10/20/2020,0,0,7,0,
Region 8,10/21/2020,0,0,7,0,
Region 8,10/22/2020,0,0,7,0,
Region 8,10/23/2020,0,0,7,0,
Region 8,10/24/2020,0,0,7,0,
Region 8,10/25/2020,0,2,9,0,
Region 8,10/26/2020,0,1,10,0,
Region 8,10/27/2020,0,2,12,0,
Region 8,10/28/2020,0,0,12,0,
Region 8,10/29/2020,0,1,13,0,
Region 8,10/30/2020,0,0,13,0,
Region 8,10/31/2020,0,0,13,0,
Region 8,11/1/2020,0,0,13,0,
Region 8,11/2/2020,0,0,13,0,
Region 8,11/3/2020,0,0,13,0,
Region 8,11/4/2020,0,0,13,0,
Region 8,11/5/2020,0,2,15,0,
Region 8,11/6/2020,0,0,15,0,
Region 8,11/7/2020,0,2,17,0,
Region 8,11/8/2020,0,0,17,0,
Region 8,11/9/2020,0,2,19,0,
Region 8,11/10/2020,0,1,20,0,
Region 8,11/11/2020,0,0,20,0,
Region 8,11/12/2020,0,0,20,0,
Region 8,11/13/2020,0,0,20,0,
Region 3,11/14/2020,0,0,20,0,
Region 3,3/1/2020,0,0,0,0,
Region 3,3/2/2020,0,0,0,0,
Region 3,3/3/2020,0,0,0,0,
Region 3,3/4/2020,0,0,0,0,
Region 3,3/5/2020,0,0,0,0,
Region 3,3/6/2020,0,0,0,0,
Region 3,3/7/2020,0,0,0,0,
Region 3,3/8/2020,0,0,0,0,
Region 3,3/9/2020,0,0,0,0,
Region 3,3/10/2020,0,0,0,0,
Region 3,3/11/2020,0,0,0,0,
Region 3,3/12/2020,0,0,0,0,
Region 3,3/13/2020,0,1,1,0,
Region 3,3/14/2020,0,0,1,0,
Region 3,3/15/2020,0,0,1,0,
Region 3,3/16/2020,0,1,2,0,
Region 3,3/17/2020,0,0,2,0,
Region 3,3/18/2020,0,3,5,0,
Region 3,3/19/2020,0,2,7,0,
Region 3,3/20/2020,0,2,9,0,
Region 3,3/21/2020,0,1,10,0,
Region 3,3/22/2020,0,4,14,0,
Region 3,3/23/2020,0,5,19,0,
Region 3,3/24/2020,0,4,23,0,
Region 3,3/25/2020,0,1,24,0,
Region 3,3/26/2020,0,3,27,0,
Region 3,3/27/2020,0,3,30,0,
Region 3,3/28/2020,0,2,32,0,
Region 3,3/29/2020,0,0,32,0,
Region 3,3/30/2020,0,2,34,0,
Region 3,3/31/2020,0,7,41,0,
Region 3,4/1/2020,0,4,45,0,
Region 3,4/2/2020,0,3,48,0,
Region 3,4/3/2020,0,6,54,0,
Region 3,4/4/2020,0,1,55,0,
Region 3,4/5/2020,0,3,58,0,
Region 3,4/6/2020,0,1,59,0,
Region 3,4/7/2020,0,5,64,0,
Region 3,4/8/2020,0,0,64,0,
Region 3,4/9/2020,0,10,74,0,
Region 3,4/10/2020,0,3,77,0,
Region 3,4/11/2020,0,4,81,0,
Region 3,4/12/2020,0,0,81,0,
Region 3,4/13/2020,0,3,84,0,
Region 3,4/14/2020,0,4,88,0,
Region 3,4/15/2020,0,2,90,0,
Region 3,4/16/2020,0,3,93,0,
Region 3,4/17/2020,0,2,95,0,
Region 3,4/18/2020,0,0,95,0,
Region 3,4/19/2020,0,0,95,0,
Region 3,4/20/2020,0,1,96,0,
Region 3,4/21/2020,0,1,97,0,
Region 3,4/22/2020,0,0,97,0,
Region 3,4/23/2020,0,0,97,0,
Region 3,4/24/2020,0,2,99,0,
Region 3,4/25/2020,0,0,99,0,
Region 3,4/26/2020,0,1,100,0,
Region 3,4/27/2020,0,0,100,0,
Region 3,4/28/2020,0,0,100,0,
Region 3,4/29/2020,0,2,102,0,
Region 3,4/30/2020,0,0,102,0,
Region 3,5/1/2020,0,2,104,0,
Region 3,5/2/2020,0,0,104,0,
Region 3,5/3/2020,0,0,104,0,
Region 3,5/4/2020,0,1,105,0,
Region 3,5/5/2020,0,0,105,0,
Region 3,5/6/2020,0,2,107,0,
Region 3,5/7/2020,0,1,108,0,
Region 3,5/8/2020,0,6,114,0,
Region 3,5/9/2020,0,1,115,0,
Region 3,5/10/2020,0,0,115,0,
Region 3,5/11/2020,0,0,115,0,
Region 3,5/12/2020,0,0,115,0,
Region 3,5/13/2020,0,2,117,0,
Region 3,5/14/2020,0,2,119,0,
Region 3,5/15/2020,0,1,120,0,
Region 3,5/16/2020,0,0,120,0,
Region 3,5/17/2020,0,0,120,0,
Region 3,5/18/2020,0,1,121,0,
Region 3,5/19/2020,0,0,121,0,
Region 3,5/20/2020,0,1,122,0,
Region 3,5/21/2020,0,3,125,0,
Region 3,5/22/2020,0,0,125,0,
Region 3,5/23/2020,0,0,125,0,
Region 3,5/24/2020,0,0,125,0,
Region 3,5/25/2020,0,0,125,0,
Region 3,5/26/2020,0,3,128,0,
Region 3,5/27/2020,0,0,128,0,
Region 3,5/28/2020,0,1,129,0,
Region 3,5/29/2020,0,2,131,0,
Region 3,5/30/2020,0,1,132,0,
Region 3,5/31/2020,0,0,132,0,
Region 3,6/1/2020,0,3,135,0,
Region 3,6/2/2020,0,2,137,0,
Region 3,6/3/2020,0,0,137,0,
Region 3,6/4/2020,0,3,140,0,
Region 3,6/5/2020,0,1,141,0,
Region 3,6/6/2020,0,0,141,0,
Region 3,6/7/2020,0,0,141,0,
Region 3,6/8/2020,0,2,143,0,
Region 3,6/9/2020,0,2,145,0,
Region 3,6/10/2020,0,1,146,0,
Region 3,6/11/2020,0,1,147,0,
Region 3,6/12/2020,0,0,147,0,
Region 3,6/13/2020,0,0,147,0,
Region 3,6/14/2020,0,1,148,0,
Region 3,6/15/2020,0,1,149,0,
Region 3,6/16/2020,0,0,149,0,
Region 3,6/17/2020,0,1,150,0,
Region 3,6/18/2020,0,1,151,0,
Region 3,6/19/2020,0,0,151,0,
Region 3,6/20/2020,0,0,151,0,
Region 3,6/21/2020,0,0,151,0,
Region 3,6/22/2020,0,0,151,0,
Region 3,6/23/2020,0,1,152,0,
Region 3,6/24/2020,0,1,153,0,
Region 3,6/25/2020,0,1,154,0,
Region 3,6/26/2020,0,0,154,0,
Region 3,6/27/2020,0,0,154,0,
Region 3,6/28/2020,0,0,154,0,
Region 3,6/29/2020,0,3,157,0,
Region 3,6/30/2020,0,0,157,0,
Region 3,7/1/2020,0,1,158,0,
Region 3,7/2/2020,0,5,163,0,
Region 3,7/3/2020,0,0,163,0,
Region 3,7/4/2020,0,0,163,0,
Region 3,7/5/2020,0,0,163,0,
Region 3,7/6/2020,0,0,163,0,
Region 3,7/7/2020,0,0,163,0,
Region 3,7/8/2020,0,0,163,0,
Region 3,7/9/2020,0,0,163,0,
Region 3,7/10/2020,0,0,163,0,
Region 3,7/11/2020,0,0,163,0,
Region 3,7/12/2020,0,0,163,0,
Region 3,7/13/2020,0,0,163,0,
Region 3,7/14/2020,0,2,165,0,
Region 3,7/15/2020,0,0,165,0,
Region 3,7/16/2020,0,0,165,0,
Region 3,7/17/2020,0,0,165,0,
Region 3,7/18/2020,0,0,165,0,
Region 3,7/19/2020,0,0,165,0,
Region 3,7/20/2020,0,0,165,0,
Region 3,7/21/2020,0,0,165,0,
Region 3,7/22/2020,0,5,170,0,
Region 3,7/23/2020,0,0,170,0,
Region 3,7/24/2020,0,0,170,0,
Region 3,7/25/2020,0,0,170,0,
Region 3,7/26/2020,0,0,170,0,
Region 3,7/27/2020,0,0,170,0,
Region 3,7/28/2020,0,1,171,0,
Region 3,7/29/2020,0,1,172,0,
Region 3,7/30/2020,0,0,172,0,
Region 3,7/31/2020,0,1,173,0,
Region 3,8/1/2020,0,0,173,0,
Region 3,8/2/2020,0,1,174,0,
Region 3,8/3/2020,0,0,174,0,
Region 3,8/4/2020,0,0,174,0,
Region 3,8/5/2020,0,0,174,0,
Region 3,8/6/2020,0,2,176,0,
Region 3,8/7/2020,0,0,176,0,
Region 3,8/8/2020,0,0,176,0,
Region 3,8/9/2020,0,0,176,0,
Region 3,8/10/2020,0,0,176,0,
Region 3,8/11/2020,0,1,177,0,
Region 3,8/12/2020,0,0,177,0,
Region 3,8/13/2020,0,1,178,0,
Region 3,8/14/2020,0,0,178,0,
Region 3,8/15/2020,0,0,178,0,
Region 3,8/16/2020,0,0,178,0,
Region 3,8/17/2020,0,0,178,0,
Region 3,8/18/2020,0,2,180,0,
Region 3,8/19/2020,0,0,180,0,
Region 3,8/20/2020,0,1,181,0,
Region 3,8/21/2020,0,0,181,0,
Region 3,8/22/2020,0,0,181,0,
Region 3,8/23/2020,0,0,181,0,
Region 3,8/24/2020,0,0,181,0,
Region 3,8/25/2020,0,0,181,0,
Region 3,8/26/2020,0,0,181,0,
Region 3,8/27/2020,0,1,182,0,
Region 3,8/28/2020,0,0,182,0,
Region 3,8/29/2020,0,0,182,0,
Region 3,8/30/2020,0,0,182,0,
Region 3,8/31/2020,0,0,182,0,
Region 3,9/1/2020,0,3,185,0,
Region 3,9/2/2020,0,0,185,0,
Region 3,9/3/2020,0,1,186,0,
Region 3,9/4/2020,0,0,186,0,
Region 3,9/5/2020,0,0,186,0,
Region 3,9/6/2020,0,0,186,0,
Region 3,9/7/2020,0,0,186,0,
Region 3,9/8/2020,0,0,186,0,
Region 3,9/9/2020,0,1,187,0,
Region 3,9/10/2020,0,0,187,0,
Region 3,9/11/2020,0,0,187,0,
Region 3,9/12/2020,0,1,188,0,
Region 3,9/13/2020,0,0,188,0,
Region 3,9/14/2020,0,0,188,0,
Region 3,9/15/2020,0,0,188,0,
Region 3,9/16/2020,0,0,188,0,
Region 3,9/17/2020,1,9,197,1,
Region 3,9/18/2020,0,0,197,1,
Region 3,9/19/2020,0,0,197,1,
Region 3,9/20/2020,0,0,197,1,
Region 3,9/21/2020,0,0,197,1,
Region 3,9/22/2020,0,0,197,1,
Region 3,9/23/2020,0,0,197,1,
Region 3,9/24/2020,0,0,197,1,
Region 3,9/25/2020,0,0,197,1,
Region 3,9/26/2020,0,1,198,1,
Region 3,9/27/2020,0,0,198,1,
Region 3,9/28/2020,0,5,203,1,
Region 3,9/29/2020,0,1,204,1,
Region 3,9/30/2020,0,1,205,1,
Region 3,10/1/2020,0,3,208,1,
Region 3,10/2/2020,0,0,208,1,
Region 3,10/3/2020,0,0,208,1,
Region 3,10/4/2020,0,0,208,1,
Region 3,10/5/2020,0,0,208,1,
Region 3,10/6/2020,0,0,208,1,
Region 3,10/7/2020,0,2,210,1,
Region 3,10/8/2020,0,0,210,1,
Region 3,10/9/2020,0,1,211,1,
Region 3,10/10/2020,0,1,212,1,
Region 3,10/11/2020,0,2,214,1,
Region 3,10/12/2020,0,3,217,1,
Region 3,10/13/2020,0,4,221,1,
Region 3,10/14/2020,0,2,223,1,
Region 3,10/15/2020,0,2,225,1,
Region 3,10/16/2020,0,5,230,1,
Region 3,10/17/2020,0,8,238,1,
Region 3,10/18/2020,0,6,244,1,
Region 3,10/19/2020,0,7,251,1,
Region 3,10/20/2020,0,4,255,1,
Region 3,10/21/2020,0,4,259,1,
Region 3,10/22/2020,0,3,262,1,
Region 3,10/23/2020,0,3,265,1,
Region 3,10/24/2020,0,4,269,1,
Region 3,10/25/2020,0,6,275,1,
Region 3,10/26/2020,0,3,278,1,
Region 3,10/27/2020,1,5,283,2,
Region 3,10/28/2020,0,2,285,2,
Region 3,10/29/2020,0,6,291,2,
Region 3,10/30/2020,2,2,293,4,
Region 3,10/31/2020,0,4,297,4,
Region 3,11/1/2020,0,7,304,4,
Region 3,11/2/2020,0,4,308,4,
Region 3,11/3/2020,0,4,312,4,
Region 3,11/4/2020,0,4,316,4,
Region 3,11/5/2020,0,5,321,4,
Region 3,11/6/2020,0,5,326,4,
Region 3,11/7/2020,0,6,332,4,
Region 3,11/8/2020,0,3,335,4,
Region 3,11/9/2020,0,4,339,4,
Region 3,11/10/2020,0,5,344,4,
Region 3,11/11/2020,0,3,347,4,
Region 3,11/12/2020,0,0,347,4,
Region 3,11/13/2020,0,0,347,4,
Region 3,11/14/2020,0,0,347,4,
Region 3,3/1/2020,0,0,0,0,
Region 3,3/2/2020,0,0,0,0,
Region 3,3/3/2020,0,0,0,0,
Region 3,3/4/2020,0,0,0,0,
Region 3,3/5/2020,0,0,0,0,
Region 3,3/6/2020,0,0,0,0,
Region 3,3/7/2020,0,0,0,0,
Region 3,3/8/2020,0,0,0,0,
Region 3,3/9/2020,0,0,0,0,
Region 3,3/10/2020,0,0,0,0,
Region 3,3/11/2020,0,0,0,0,
Region 3,3/12/2020,0,0,0,0,
Region 3,3/13/2020,0,0,0,0,
Region 3,3/14/2020,0,0,0,0,
Region 3,3/15/2020,0,0,0,0,
Region 3,3/16/2020,0,0,0,0,
Region 3,3/17/2020,0,0,0,0,
Region 3,3/18/2020,0,0,0,0,
Region 3,3/19/2020,0,0,0,0,
Region 3,3/20/2020,0,0,0,0,
Region 3,3/21/2020,0,0,0,0,
Region 3,3/22/2020,0,0,0,0,
Region 3,3/23/2020,0,0,0,0,
Region 3,3/24/2020,0,0,0,0,
Region 3,3/25/2020,0,0,0,0,
Region 3,3/26/2020,0,0,0,0,
Region 3,3/27/2020,0,0,0,0,
Region 3,3/28/2020,0,0,0,0,
Region 3,3/29/2020,0,0,0,0,
Region 3,3/30/2020,0,0,0,0,
Region 3,3/31/2020,0,0,0,0,
Region 3,4/1/2020,0,0,0,0,
Region 3,4/2/2020,0,0,0,0,
Region 3,4/3/2020,0,0,0,0,
Region 3,4/4/2020,0,0,0,0,
Region 3,4/5/2020,0,0,0,0,
Region 3,4/6/2020,0,0,0,0,
Region 3,4/7/2020,0,1,1,0,
Region 3,4/8/2020,0,1,2,0,
Region 3,4/9/2020,0,0,2,0,
Region 3,4/10/2020,0,0,2,0,
Region 3,4/11/2020,0,0,2,0,
Region 3,4/12/2020,0,1,3,0,
Region 3,4/13/2020,0,0,3,0,
Region 3,4/14/2020,0,0,3,0,
Region 3,4/15/2020,0,0,3,0,
Region 3,4/16/2020,0,0,3,0,
Region 3,4/17/2020,0,0,3,0,
Region 3,4/18/2020,0,0,3,0,
Region 3,4/19/2020,0,0,3,0,
Region 3,4/20/2020,0,0,3,0,
Region 3,4/21/2020,0,1,4,0,
Region 3,4/22/2020,0,0,4,0,
Region 3,4/23/2020,0,1,5,0,
Region 3,4/24/2020,0,0,5,0,
Region 3,4/25/2020,0,0,5,0,
Region 3,4/26/2020,0,0,5,0,
Region 3,4/27/2020,0,0,5,0,
Region 3,4/28/2020,0,0,5,0,
Region 3,4/29/2020,0,0,5,0,
Region 3,4/30/2020,0,0,5,0,
Region 3,5/1/2020,0,0,5,0,
Region 3,5/2/2020,0,0,5,0,
Region 3,5/3/2020,0,0,5,0,
Region 3,5/4/2020,0,0,5,0,
Region 3,5/5/2020,0,0,5,0,
